,County,Partial,Trump_2020,Biden_2020,Cornyn_2020,Hegar_2020,Total Ballots_2018Senate,Registered Voters_2018Senate,Turnout_2018Senate,Cruz_2018,O'Rourke_2018,Total Ballots_2018Governor,Registered Voters_2018Governor,Turnout_2018Governor,Abbott_2018,Valdez_2018,Total Ballots_2016President,Registered Voters_2016President,Turnout_2016President,Trump_2016,Clinton_2016,Total Ballots_2020President,Registered Voters_2020President,Turnout_2020President,Total Ballots_2020Senate,Registered Voters_2020Senate,Turnout_2020Senate
0,HARRIS,Yes,143176.0,170060.0,152741.0,154670.0,246364.0,413329.0,8637.830000000002,112286.0,130185.0,246082.0,413329.0,8627.280000000008,127666.0,111568.0,264639.0,394183.0,9746.219999999998,121204.0,124722.0,,,,,,
