GRAY	8 of 8 precinct reporting	5,032	6,812	633	820	65	97	12	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7,745	12,406	62.43%
GRAYSON	37 of 37 precinct reporting	37,244	43,776	12,511	14,223	460	625	86	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58,760	86,740	67.74%
GREGG	22 of 22 precinct reporting	29,048	32,352	13,102	14,657	424	550	92	113	0	0	19	23	2	5	0	0	0	0	0	0	0	0	0	0	0	0	47,700	72,867	65.46%
GRIMES	15 of 15 precinct reporting	7,142	9,419	2,276	2,831	69	118	20	29	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	12,398	17,877	69.35%
GUADALUPE	72 of 72 precinct reporting	41,279	47,423	25,777	28,706	781	1,016	166	211	0	0	18	19	1	1	1	1	0	2	2	2	0	0	0	0	1	1	77,382	111,142	69.62%
HALE	31 of 31 precinct reporting	5,722	7,162	1,687	2,271	65	96	22	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9,560	18,997	50.32%
HALL	5 of 5 precinct reporting	684	992	120	167	3	4	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1,165	1,926	60.49%
HAMILTON	12 of 12 precinct reporting	2,717	3,613	509	641	40	52	37	40	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4,347	5,832	74.54%
HANSFORD	8 of 8 precinct reporting	1,237	1,848	110	166	13	27	2	3	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2,046	3,009	68.00%
HARDEMAN	4 of 4 precinct reporting	836	1,330	173	241	5	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,580	2,486	63.56%
HARDIN	20 of 20 precinct reporting	19,557	23,806	2,993	3,449	200	273	17	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27,555	39,952	68.97%
HARRIS	1,013 of 1,013 precinct reporting	607,040	699,771	810,106	911,913	12,988	16,759	3,871	5,097	0	0	0	0	0	0	0	0	7	7	6	6	1	1	0	0	3	3	1,633,557	2,480,522	65.86%
HARRISON	27 of 27 precinct reporting	18,389	21,318	6,915	7,812	215	290	36	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29,462	45,933	64.14%
HARTLEY	7 of 7 precinct reporting	1,460	1,866	151	195	10	14	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2,076	2,909	71.36%
HASKELL	5 of 5 precinct reporting	1,129	1,837	233	353	6	15	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2,211	3,377	65.47%
HAYS	69 of 69 precinct reporting	42,289	47,427	54,200	59,213	1,395	1,729	325	415	0	0	23	27	3	3	0	0	2	2	5	6	0	0	0	0	0	0	108,822	152,840	71.20%
HEMPHILL	9 of 9 precinct reporting	1,007	1,486	153	206	15	25	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,720	2,355	73.04%
HENDERSON	28 of 28 precinct reporting	23,519	28,816	5,964	7,048	176	259	46	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36,197	54,663	66.22%
HIDALGO	256 of 256 precinct reporting	75,077	89,925	110,840	127,391	1,004	1,245	721	862	2	2	5	5	1	1	2	2	0	0	0	0	0	0	0	0	0	0	219,433	391,309	56.08%
HILL	22 of 22 precinct reporting	7,506	11,869	2,033	2,829	78	119	15	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14,843	23,625	62.83%
HOCKLEY	15 of 15 precinct reporting	5,114	6,534	1,157	1,481	35	60	9	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8,091	13,781	58.71%
HOOD	16 of 16 precinct reporting	20,646	26,243	4,733	5,605	188	314	49	71	0	0	0	6	0	0	0	0	1	1	0	0	0	0	0	0	0	1	32,241	44,831	71.92%
HOPKINS	22 of 22 precinct reporting	10,311	12,713	2,526	3,043	99	143	27	31	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15,932	23,954	66.51%
HOUSTON	22 of 22 precinct reporting	5,201	7,050	1,846	2,312	39	56	2	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9,425	13,444	70.11%
HOWARD	27 of 27 precinct reporting	6,512	7,899	1,711	2,017	60	88	22	28	9	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10,043	17,526	57.30%
HUDSPETH	5 of 5 precinct reporting	395	771	188	371	6	10	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,157	2,085	55.49%
HUNT	34 of 34 precinct reporting	21,107	29,135	6,864	8,879	249	432	41	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38,517	59,367	64.88%
HUTCHINSON	9 of 9 precinct reporting	6,150	7,659	772	957	76	113	6	10	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8,741	13,533	64.59%
IRION	5 of 5 precinct reporting	569	759	93	120	6	8	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	889	1,298	68.49%
JACK	7 of 7 precinct reporting	2,643	3,415	276	331	16	24	6	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3,779	5,254	71.93%
JACKSON	10 of 10 precinct reporting	4,212	5,116	832	1,018	37	51	15	23	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6,210	9,482	65.49%
JASPER	21 of 21 precinct reporting	10,145	12,453	2,484	2,906	72	101	4	6	0	0	1	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	15,469	23,374	66.18%
JEFF DAVIS	6 of 6 precinct reporting	615	783	409	501	13	17	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,304	1,670	78.08%
JEFFERSON	140 of 140 precinct reporting	42,128	47,535	41,177	46,022	687	891	157	197	0	0	15	16	1	1	0	0	0	0	1	2	1	1	0	0	0	0	94,665	149,372	63.38%
JIM HOGG	6 of 6 precinct reporting	500	831	940	1,197	2	4	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2,034	3,800	53.53%
JIM WELLS	22 of 22 precinct reporting	5,252	7,389	4,617	6,025	47	65	19	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13,507	26,636	50.71%
JOHNSON	36 of 36 precinct reporting	46,104	54,523	14,324	16,418	585	767	99	141	0	0	10	10	2	2	0	0	1	2	0	0	0	0	0	0	0	1	71,864	105,574	68.07%
JONES	12 of 12 precinct reporting	3,626	5,621	710	989	36	62	12	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6,691	9,635	69.44%
KARNES	15 of 15 precinct reporting	2,698	3,959	943	1,220	17	30	11	17	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5,229	8,359	62.56%
KAUFMAN	31 of 31 precinct reporting	31,791	37,474	16,109	18,290	409	526	113	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56,435	81,901	68.91%
KENDALL	11 of 11 precinct reporting	17,730	20,064	5,534	6,008	220	288	32	46	0	0	6	9	0	0	1	1	1	3	0	0	0	0	0	0	0	0	26,419	33,836	78.08%
KENEDY	6 of 6 precinct reporting	84	127	43	65	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	194	296	65.54%
KENT	7 of 7 precinct reporting	279	411	44	47	0	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	462	592	78.04%
KERR	21 of 21 precinct reporting	17,959	20,858	5,816	6,510	217	283	36	51	0	0	4	4	0	0	0	0	0	0	2	2	0	1	0	0	1	1	27,710	37,726	73.45%
KIMBLE	8 of 8 precinct reporting	1,570	1,987	223	284	11	17	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2,292	3,113	73.63%
KING	5 of 5 precinct reporting	0	151	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	183	86.89%
KINNEY	4 of 4 precinct reporting	939	1,144	379	446	8	11	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,603	2,270	70.62%
KLEBERG	18 of 18 precinct reporting	4,305	5,557	4,493	5,359	77	97	18	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11,041	18,749	58.89%
KNOX	7 of 7 precinct reporting	619	1,180	147	265	5	7	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,456	2,391	60.90%
LAMAR	27 of 27 precinct reporting	12,841	16,698	3,699	4,420	114	169	15	27	21	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21,338	32,390	65.88%
